CIFAR-100 already downloaded.
CIFAR-100 Dataset Loaded!
Train X: (45000, 3, 32, 32), Fine Y: (45000,), Coarse Y: (45000,)
Val   X: (5000, 3, 32, 32), Fine Y: (5000,), Coarse Y: (5000,)
Test  X: (10000, 3, 32, 32), Fine Y: (10000,), Coarse Y: (10000,)
===========================================================================
Layer (type)                       Output Shape                Param #
===========================================================================
 1. Conv1                           (1, 16, 32, 32)                 448
 2. Block[1-1]_Conv1                (1, 16, 32, 32)               2,320
 3. Block[1-1]_Conv2                (1, 16, 32, 32)               2,320
 4. Block[1-2]_Conv1                (1, 16, 32, 32)               2,320
 5. Block[1-2]_Conv2                (1, 16, 32, 32)               2,320
 6. Block[1-3]_Conv1                (1, 16, 32, 32)               2,320
 7. Block[1-3]_Conv2                (1, 16, 32, 32)               2,320
 8. Block[2-1]_Conv1                (1, 32, 16, 16)               4,640
 9. Block[2-1]_Conv2                (1, 32, 16, 16)               9,248
    └─ Shortcut[2-1]                (1, 32, 16, 16)                 544
10. Block[2-2]_Conv1                (1, 32, 16, 16)               9,248
11. Block[2-2]_Conv2                (1, 32, 16, 16)               9,248
12. Block[2-3]_Conv1                (1, 32, 16, 16)               9,248
13. Block[2-3]_Conv2                (1, 32, 16, 16)               9,248
14. Block[3-1]_Conv1                (1, 64, 8, 8)                18,496
15. Block[3-1]_Conv2                (1, 64, 8, 8)                36,928
    └─ Shortcut[3-1]                (1, 64, 8, 8)                 2,112
16. Block[3-2]_Conv1                (1, 64, 8, 8)                36,928
17. Block[3-2]_Conv2                (1, 64, 8, 8)                36,928
18. Block[3-3]_Conv1                (1, 64, 8, 8)                36,928
19. Block[3-3]_Conv2                (1, 64, 8, 8)                36,928
    GlobalAvgPool                   (1, 64)                           0
  Iter 660/703: Loss 3.5292
  Iter 670/703: Loss 3.7183
  Iter 680/703: Loss 3.9014
  Iter 690/703: Loss 3.5467
  Iter 700/703: Loss 3.6719
Train acc: 0.1350, Test acc: 0.1206 (Time: 2225.77s)

[Epoch 3]
  Iter   0/703: Loss 3.4315
  Iter  10/703: Loss 3.2227
  Iter  20/703: Loss 3.4522
  Iter  30/703: Loss 3.5798
  Iter  40/703: Loss 3.5622
  Iter  50/703: Loss 3.3296
  Iter  60/703: Loss 3.2888
  Iter  70/703: Loss 3.5985
  Iter  80/703: Loss 3.2870
  Iter  90/703: Loss 3.4803
  Iter 100/703: Loss 3.5147
  Iter 110/703: Loss 3.5639
  Iter 120/703: Loss 3.3752
  Iter 130/703: Loss 3.2066
  Iter 140/703: Loss 3.6246
  Iter 150/703: Loss 3.6962
  Iter 160/703: Loss 3.6522
  Iter 170/703: Loss 3.2351
  Iter 180/703: Loss 3.0369
  Iter 190/703: Loss 3.2161
  Iter 200/703: Loss 3.4825
  Iter 210/703: Loss 3.4249
  Iter 220/703: Loss 3.5223
  Iter 230/703: Loss 3.3346
  Iter 240/703: Loss 3.6705
  Iter 250/703: Loss 3.4451
  Iter 260/703: Loss 3.3806
  Iter 270/703: Loss 3.4185
  Iter 280/703: Loss 3.2846
  Iter 290/703: Loss 3.5787
  Iter 300/703: Loss 3.6231
  Iter 310/703: Loss 3.3201
  Iter 320/703: Loss 3.4801
  Iter 330/703: Loss 3.3921
  Iter 340/703: Loss 3.2479
  Iter 350/703: Loss 3.3684
  Iter 360/703: Loss 3.4441
  Iter 370/703: Loss 3.5503
  Iter 380/703: Loss 3.2639
  Iter 390/703: Loss 3.3069
  Iter 400/703: Loss 3.3767
  Iter 410/703: Loss 3.2800
  Iter 420/703: Loss 3.4861
  Iter 430/703: Loss 3.5178
  Iter 440/703: Loss 3.5245
  Iter 450/703: Loss 2.9169
  Iter 460/703: Loss 3.3904
  Iter 470/703: Loss 3.1902
  Iter 480/703: Loss 3.5128
  Iter 490/703: Loss 3.3618
  Iter 500/703: Loss 3.5888
  Iter 510/703: Loss 3.2985
  Iter 520/703: Loss 3.1071
  Iter 530/703: Loss 3.3350
  Iter 540/703: Loss 3.2887
  Iter 550/703: Loss 3.1413
  Iter 560/703: Loss 3.0537
  Iter 570/703: Loss 3.1975
  Iter 580/703: Loss 3.3282
  Iter 590/703: Loss 3.2275
  Iter 600/703: Loss 3.4242
  Iter 610/703: Loss 3.3628
  Iter 620/703: Loss 3.3696
  Iter 630/703: Loss 3.1253
  Iter 640/703: Loss 3.5227
  Iter 650/703: Loss 3.2655
  Iter 660/703: Loss 3.4615
  Iter 670/703: Loss 3.2790
  Iter 680/703: Loss 3.1453
  Iter 690/703: Loss 3.2809
  Iter 700/703: Loss 3.3942
Train acc: 0.2070, Test acc: 0.1810 (Time: 6627.81s)

[Epoch 4]
  Iter   0/703: Loss 3.4293
  Iter  10/703: Loss 3.1984
  Iter  20/703: Loss 3.2693
  Iter  30/703: Loss 3.4036
  Iter  40/703: Loss 3.1971
  Iter  50/703: Loss 3.3884
  Iter  60/703: Loss 3.2692
  Iter  70/703: Loss 3.2614
  Iter  80/703: Loss 3.1061
  Iter  90/703: Loss 3.0737
  Iter 100/703: Loss 2.9769
  Iter 110/703: Loss 3.0559
  Iter 120/703: Loss 3.3693
  Iter 130/703: Loss 3.2999
  Iter 140/703: Loss 3.4103
  Iter 150/703: Loss 3.1449
  Iter 160/703: Loss 3.5485
  Iter 170/703: Loss 3.1745
  Iter 180/703: Loss 3.3691
  Iter 190/703: Loss 3.0828
  Iter 200/703: Loss 3.4166
  Iter 210/703: Loss 3.1988
  Iter 220/703: Loss 3.2799
  Iter 230/703: Loss 2.9211
  Iter 240/703: Loss 3.0738
  Iter 250/703: Loss 3.0185
  Iter 260/703: Loss 3.3699
  Iter 270/703: Loss 3.2557
  Iter 280/703: Loss 3.2353
  Iter 290/703: Loss 2.9692
  Iter 300/703: Loss 3.1088
  Iter 310/703: Loss 2.9376
  Iter 320/703: Loss 3.6112
  Iter 330/703: Loss 3.3718
  Iter 340/703: Loss 3.5615
  Iter 350/703: Loss 3.1088
  Iter 360/703: Loss 3.1998
  Iter 370/703: Loss 3.1089
  Iter 380/703: Loss 3.2223
  Iter 390/703: Loss 3.1472
  Iter 400/703: Loss 3.1495
  Iter 410/703: Loss 3.1453
  Iter 420/703: Loss 3.1020
  Iter 430/703: Loss 2.7951
  Iter 440/703: Loss 3.1201
  Iter 450/703: Loss 3.4047
  Iter 460/703: Loss 3.1640
  Iter 470/703: Loss 3.2256
  Iter 480/703: Loss 3.0846
  Iter 490/703: Loss 3.1721
  Iter 500/703: Loss 2.8635
  Iter 510/703: Loss 3.2038
  Iter 520/703: Loss 3.1336
  Iter 530/703: Loss 2.6893
  Iter 540/703: Loss 3.2889
  Iter 550/703: Loss 3.2282
  Iter 560/703: Loss 2.8629
  Iter 570/703: Loss 3.7822
  Iter 580/703: Loss 3.2883
  Iter 590/703: Loss 3.3324
  Iter 600/703: Loss 2.9215
  Iter 610/703: Loss 2.9214
  Iter 620/703: Loss 2.7784
  Iter 630/703: Loss 3.0155
  Iter 640/703: Loss 2.9237
  Iter 650/703: Loss 3.1880
  Iter 660/703: Loss 3.1572
  Iter 670/703: Loss 3.1765
  Iter 680/703: Loss 3.2300
  Iter 690/703: Loss 2.9207
  Iter 700/703: Loss 3.1584
Train acc: 0.2520, Test acc: 0.2278 (Time: 2182.01s)

[Epoch 5]
  Iter   0/703: Loss 3.1231
  Iter  10/703: Loss 2.8260
  Iter  20/703: Loss 3.1063
  Iter  30/703: Loss 2.8459
  Iter  40/703: Loss 3.0835
  Iter  50/703: Loss 2.8925
  Iter  60/703: Loss 3.3162
  Iter  70/703: Loss 2.5886
  Iter  80/703: Loss 3.1071
  Iter  90/703: Loss 2.8181
  Iter 100/703: Loss 3.1789
  Iter 110/703: Loss 3.1777
  Iter 120/703: Loss 3.1513
  Iter 130/703: Loss 3.2269
  Iter 140/703: Loss 2.8177
  Iter 150/703: Loss 3.2068
  Iter 160/703: Loss 3.2071
  Iter 170/703: Loss 2.8351
  Iter 180/703: Loss 2.7483
  Iter 190/703: Loss 2.8369
  Iter 200/703: Loss 2.6139
  Iter 210/703: Loss 3.0887
  Iter 220/703: Loss 3.1228
  Iter 230/703: Loss 3.0195
  Iter 240/703: Loss 3.1299
  Iter 250/703: Loss 2.8734
  Iter 260/703: Loss 3.0921
  Iter 270/703: Loss 3.1036
  Iter 280/703: Loss 3.2474
  Iter 290/703: Loss 2.9285
  Iter 300/703: Loss 3.0332
  Iter 310/703: Loss 2.9515
  Iter 320/703: Loss 3.0606
  Iter 330/703: Loss 2.9579
  Iter 340/703: Loss 2.8077
  Iter 350/703: Loss 3.1074
  Iter 360/703: Loss 2.7981
  Iter 370/703: Loss 2.8260
  Iter 380/703: Loss 2.7411
  Iter 390/703: Loss 3.1765
  Iter 400/703: Loss 2.7876
  Iter 410/703: Loss 2.5810
  Iter 420/703: Loss 2.9808
  Iter 430/703: Loss 2.8229
  Iter 440/703: Loss 2.8577
  Iter 450/703: Loss 3.1291
  Iter 460/703: Loss 3.3619
  Iter 470/703: Loss 2.7971
  Iter 480/703: Loss 2.8734
  Iter 490/703: Loss 2.8662
  Iter 500/703: Loss 2.7566
  Iter 510/703: Loss 2.6943
  Iter 520/703: Loss 2.9600
  Iter 530/703: Loss 3.0207
  Iter 540/703: Loss 2.6556
  Iter 550/703: Loss 2.6250
  Iter 560/703: Loss 2.8135
  Iter 570/703: Loss 3.3374
  Iter 580/703: Loss 2.7719
  Iter 590/703: Loss 3.0046
  Iter 600/703: Loss 2.8750
  Iter 610/703: Loss 2.9959
  Iter 620/703: Loss 2.9961
  Iter 630/703: Loss 2.8840
  Iter 640/703: Loss 2.6408
  Iter 650/703: Loss 2.8954
  Iter 660/703: Loss 3.1040
  Iter 670/703: Loss 2.6627
  Iter 680/703: Loss 2.7482
  Iter 690/703: Loss 2.9162
  Iter 700/703: Loss 2.6869
Train acc: 0.3090, Test acc: 0.2518 (Time: 2463.50s)

[Epoch 6]
  Iter   0/703: Loss 3.0692
  Iter  10/703: Loss 2.8940
  Iter  20/703: Loss 3.0460
  Iter  30/703: Loss 3.0735
  Iter  40/703: Loss 2.7757
  Iter  50/703: Loss 2.7872
  Iter  60/703: Loss 3.0383
  Iter  70/703: Loss 2.6069
  Iter  80/703: Loss 3.0023
  Iter  90/703: Loss 2.5091
  Iter 100/703: Loss 2.7910
  Iter 110/703: Loss 3.0788
  Iter 120/703: Loss 2.9123
  Iter 130/703: Loss 2.6197
  Iter 140/703: Loss 2.9972
  Iter 150/703: Loss 2.8201
  Iter 160/703: Loss 2.9890
  Iter 170/703: Loss 3.0225
  Iter 180/703: Loss 2.7165
  Iter 190/703: Loss 2.6776
  Iter 200/703: Loss 2.7124
  Iter 210/703: Loss 2.7687
  Iter 220/703: Loss 2.8712
  Iter 230/703: Loss 2.8931
  Iter 240/703: Loss 3.0969
  Iter 250/703: Loss 2.8322
  Iter 260/703: Loss 3.0502
  Iter 270/703: Loss 2.9699
  Iter 280/703: Loss 2.7193
  Iter 290/703: Loss 2.7302
  Iter 300/703: Loss 2.8134
  Iter 310/703: Loss 2.7437
  Iter 320/703: Loss 2.4674
  Iter 330/703: Loss 2.5413
  Iter 340/703: Loss 2.6561
  Iter 350/703: Loss 2.9411
  Iter 360/703: Loss 2.6572
  Iter 370/703: Loss 2.7233
  Iter 380/703: Loss 2.5955
  Iter 390/703: Loss 2.8316
  Iter 400/703: Loss 3.2761
  Iter 410/703: Loss 2.6571
  Iter 420/703: Loss 2.7606
  Iter 430/703: Loss 2.6509
  Iter 440/703: Loss 2.8513
  Iter 450/703: Loss 2.8068
  Iter 460/703: Loss 2.6759
  Iter 470/703: Loss 2.6715
  Iter 480/703: Loss 2.7190
  Iter 490/703: Loss 3.0802
  Iter 500/703: Loss 2.6629
  Iter 510/703: Loss 2.9398
  Iter 520/703: Loss 2.6181
  Iter 530/703: Loss 2.5044
  Iter 540/703: Loss 2.4623
  Iter 550/703: Loss 2.8644
  Iter 560/703: Loss 2.6018
  Iter 570/703: Loss 2.5668
  Iter 580/703: Loss 2.9677
  Iter 590/703: Loss 2.9003
  Iter 600/703: Loss 2.6415
  Iter 610/703: Loss 2.8043
  Iter 620/703: Loss 2.6074
  Iter 630/703: Loss 2.8969
  Iter 640/703: Loss 2.6996
  Iter 650/703: Loss 2.8178
  Iter 660/703: Loss 2.9199
  Iter 670/703: Loss 2.8885
  Iter 680/703: Loss 2.5394
  Iter 690/703: Loss 2.8440
  Iter 700/703: Loss 2.6999
Train acc: 0.3290, Test acc: 0.2770 (Time: 2372.74s)

[Epoch 7]
  Iter   0/703: Loss 2.6275
  Iter  10/703: Loss 2.4592
  Iter  20/703: Loss 2.8678
  Iter  30/703: Loss 2.6240
  Iter  40/703: Loss 3.0675
  Iter  50/703: Loss 2.5655
  Iter  60/703: Loss 2.8205
  Iter  70/703: Loss 2.7102
  Iter  80/703: Loss 2.6516
  Iter  90/703: Loss 2.8961
  Iter 100/703: Loss 2.7344
  Iter 110/703: Loss 2.9998
  Iter 120/703: Loss 2.5639
  Iter 130/703: Loss 2.5981
  Iter 140/703: Loss 2.5810
  Iter 150/703: Loss 2.9257
  Iter 160/703: Loss 2.6185
  Iter 170/703: Loss 2.5470
  Iter 180/703: Loss 2.6331
  Iter 190/703: Loss 2.5596
  Iter 200/703: Loss 2.6637
  Iter 210/703: Loss 2.7777
  Iter 220/703: Loss 2.5698
  Iter 230/703: Loss 2.8226
  Iter 240/703: Loss 2.4539
  Iter 250/703: Loss 2.6162
  Iter 260/703: Loss 2.6942
  Iter 270/703: Loss 2.5665
  Iter 280/703: Loss 2.5493
  Iter 290/703: Loss 2.5970
  Iter 300/703: Loss 2.7708
  Iter 310/703: Loss 2.7801
  Iter 320/703: Loss 2.7974
  Iter 330/703: Loss 2.5291
  Iter 340/703: Loss 2.6225
  Iter 350/703: Loss 3.0541
  Iter 360/703: Loss 2.4834
  Iter 370/703: Loss 2.5747
  Iter 380/703: Loss 2.6955
  Iter 390/703: Loss 2.6159
  Iter 400/703: Loss 2.3585
  Iter 410/703: Loss 2.6060
  Iter 420/703: Loss 2.1459
  Iter 430/703: Loss 2.6627
  Iter 440/703: Loss 2.7011
  Iter 450/703: Loss 2.5259
  Iter 460/703: Loss 2.6696
  Iter 470/703: Loss 2.7784
  Iter 480/703: Loss 2.6932
  Iter 490/703: Loss 2.5669
  Iter 500/703: Loss 2.6243
  Iter 510/703: Loss 2.8760
  Iter 520/703: Loss 2.3172
  Iter 530/703: Loss 2.6136
  Iter 540/703: Loss 2.8543
  Iter 550/703: Loss 2.3135
  Iter 560/703: Loss 2.9225
  Iter 570/703: Loss 2.3231
  Iter 580/703: Loss 2.5048
  Iter 590/703: Loss 2.7682
  Iter 600/703: Loss 2.5116
  Iter 610/703: Loss 2.5484
  Iter 620/703: Loss 2.6560
  Iter 630/703: Loss 2.6232
  Iter 640/703: Loss 2.4867
  Iter 650/703: Loss 2.4202
  Iter 660/703: Loss 2.7131
  Iter 670/703: Loss 2.9266
  Iter 680/703: Loss 3.2118
  Iter 690/703: Loss 2.4362
  Iter 700/703: Loss 2.6331
Train acc: 0.3440, Test acc: 0.2990 (Time: 2407.53s)

[Epoch 8]
  Iter   0/703: Loss 2.3789
  Iter  10/703: Loss 2.5047
  Iter  20/703: Loss 2.4287
  Iter  30/703: Loss 2.6730
  Iter  40/703: Loss 2.7367
  Iter  50/703: Loss 2.8591
  Iter  60/703: Loss 2.3104
  Iter  70/703: Loss 2.6637
  Iter  80/703: Loss 2.6687
  Iter  90/703: Loss 2.6033
  Iter 100/703: Loss 2.5922
  Iter 110/703: Loss 2.6054
  Iter 120/703: Loss 2.6026
  Iter 130/703: Loss 2.6737
  Iter 140/703: Loss 2.1612
  Iter 150/703: Loss 2.3229
  Iter 160/703: Loss 2.8415
  Iter 170/703: Loss 2.4711
  Iter 180/703: Loss 2.2732
  Iter 190/703: Loss 2.6902
  Iter 200/703: Loss 2.4090
  Iter 210/703: Loss 2.1395
  Iter 220/703: Loss 2.5574
  Iter 230/703: Loss 2.6637
  Iter 240/703: Loss 2.2709
  Iter 250/703: Loss 2.0344
  Iter 260/703: Loss 2.3897
  Iter 270/703: Loss 2.6007
  Iter 280/703: Loss 2.4885
  Iter 290/703: Loss 2.3814
  Iter 300/703: Loss 2.6443
  Iter 310/703: Loss 2.2612
  Iter 320/703: Loss 2.3963
  Iter 330/703: Loss 2.8247
  Iter 340/703: Loss 2.2920
  Iter 350/703: Loss 2.3051
  Iter 360/703: Loss 2.8017
  Iter 370/703: Loss 3.0655
  Iter 380/703: Loss 2.4294
  Iter 390/703: Loss 2.4510
  Iter 400/703: Loss 2.8336
  Iter 410/703: Loss 2.1975
  Iter 420/703: Loss 2.5851
  Iter 430/703: Loss 2.5285
  Iter 440/703: Loss 2.4240
  Iter 450/703: Loss 2.5180
  Iter 460/703: Loss 2.4175
  Iter 470/703: Loss 2.7370
  Iter 480/703: Loss 2.3842
  Iter 490/703: Loss 2.3263
  Iter 500/703: Loss 2.3853
  Iter 510/703: Loss 2.7282
  Iter 520/703: Loss 2.4339
  Iter 530/703: Loss 2.6498
  Iter 540/703: Loss 2.4497
  Iter 550/703: Loss 2.5154
  Iter 560/703: Loss 2.2668
  Iter 570/703: Loss 2.6030
  Iter 580/703: Loss 2.3886
  Iter 590/703: Loss 2.4577
  Iter 600/703: Loss 2.5700
  Iter 610/703: Loss 2.4721
  Iter 620/703: Loss 2.3915
  Iter 630/703: Loss 2.4863
  Iter 640/703: Loss 2.4186
  Iter 650/703: Loss 2.8110
  Iter 660/703: Loss 2.1241
  Iter 670/703: Loss 2.5325
  Iter 680/703: Loss 2.4642
  Iter 690/703: Loss 2.2415
  Iter 700/703: Loss 2.2484
Train acc: 0.3440, Test acc: 0.2956 (Time: 2378.06s)

[Epoch 9]
  Iter   0/703: Loss 2.4509
  Iter  10/703: Loss 2.3603
  Iter  20/703: Loss 2.3009
  Iter  30/703: Loss 2.6589
  Iter  40/703: Loss 2.5050
  Iter  50/703: Loss 2.5561
  Iter  60/703: Loss 2.3304
  Iter  70/703: Loss 2.1009
  Iter  80/703: Loss 2.2720
  Iter  90/703: Loss 2.0756
  Iter 100/703: Loss 2.6397
  Iter 110/703: Loss 2.2201
  Iter 120/703: Loss 2.4836
  Iter 130/703: Loss 2.6017
  Iter 140/703: Loss 2.0348
  Iter 150/703: Loss 2.4947
  Iter 160/703: Loss 2.4660
  Iter 170/703: Loss 2.5051
  Iter 180/703: Loss 2.6216
  Iter 190/703: Loss 2.6783
  Iter 200/703: Loss 2.3770
  Iter 210/703: Loss 2.3778
  Iter 220/703: Loss 2.7056
  Iter 230/703: Loss 2.5486
  Iter 240/703: Loss 2.3645
  Iter 250/703: Loss 2.4397
  Iter 260/703: Loss 2.2781
  Iter 270/703: Loss 2.6583
  Iter 280/703: Loss 2.5982
  Iter 290/703: Loss 2.6073
  Iter 300/703: Loss 2.3444
  Iter 310/703: Loss 2.5414
  Iter 320/703: Loss 2.7684
  Iter 330/703: Loss 2.3525
  Iter 340/703: Loss 2.1008
  Iter 350/703: Loss 2.5028
  Iter 360/703: Loss 2.7572
  Iter 370/703: Loss 2.5824
  Iter 380/703: Loss 2.2105
  Iter 390/703: Loss 2.3694
  Iter 400/703: Loss 2.8195
  Iter 410/703: Loss 2.4989
  Iter 420/703: Loss 2.7058
  Iter 430/703: Loss 2.4270
  Iter 440/703: Loss 2.7933
  Iter 450/703: Loss 2.4366
  Iter 460/703: Loss 2.6484
  Iter 470/703: Loss 2.2991
  Iter 480/703: Loss 2.6601
  Iter 490/703: Loss 2.2765
  Iter 500/703: Loss 2.1657
  Iter 510/703: Loss 1.9112
  Iter 520/703: Loss 2.2474
  Iter 530/703: Loss 2.2912
  Iter 540/703: Loss 2.3611
  Iter 550/703: Loss 2.3800
  Iter 560/703: Loss 2.6223
  Iter 570/703: Loss 2.3297
  Iter 580/703: Loss 2.5032
  Iter 590/703: Loss 2.3745
  Iter 600/703: Loss 2.2264
  Iter 610/703: Loss 2.5050
  Iter 620/703: Loss 2.3336
  Iter 630/703: Loss 2.2601
  Iter 640/703: Loss 2.6339
  Iter 650/703: Loss 2.5579
  Iter 660/703: Loss 2.3979
  Iter 670/703: Loss 2.5429
  Iter 680/703: Loss 2.2931
  Iter 690/703: Loss 2.2274
  Iter 700/703: Loss 2.6742
Train acc: 0.3860, Test acc: 0.3164 (Time: 2320.90s)

[Epoch 10]
  Iter   0/703: Loss 2.4954
  Iter  10/703: Loss 2.3733
  Iter  20/703: Loss 2.4319
  Iter  30/703: Loss 2.4567
  Iter  40/703: Loss 2.2431
  Iter  50/703: Loss 2.4312
  Iter  60/703: Loss 2.4742
  Iter  70/703: Loss 2.3253
  Iter  80/703: Loss 2.5096
  Iter  90/703: Loss 2.5660
  Iter 100/703: Loss 2.5957
  Iter 110/703: Loss 2.5749
  Iter 120/703: Loss 2.3512
  Iter 130/703: Loss 2.4139
  Iter 140/703: Loss 2.4444
  Iter 150/703: Loss 2.5081
  Iter 160/703: Loss 2.0805
  Iter 170/703: Loss 2.2565
  Iter 180/703: Loss 2.1552
  Iter 190/703: Loss 2.0534
  Iter 200/703: Loss 2.2715
  Iter 210/703: Loss 2.6789
  Iter 220/703: Loss 1.9679
  Iter 230/703: Loss 2.3296
  Iter 240/703: Loss 2.3080
  Iter 250/703: Loss 2.0573
  Iter 260/703: Loss 2.5038
  Iter 270/703: Loss 2.3470
  Iter 280/703: Loss 2.3181
  Iter 290/703: Loss 2.3952
  Iter 300/703: Loss 2.5545
  Iter 310/703: Loss 2.9044
  Iter 320/703: Loss 2.3938
  Iter 330/703: Loss 2.1702
  Iter 340/703: Loss 2.3101
  Iter 350/703: Loss 2.3912
  Iter 360/703: Loss 2.3898
  Iter 370/703: Loss 2.6490
  Iter 380/703: Loss 2.3842
  Iter 390/703: Loss 2.4944
  Iter 400/703: Loss 1.9106
  Iter 410/703: Loss 2.6202
  Iter 420/703: Loss 2.1427
  Iter 430/703: Loss 2.2651
  Iter 440/703: Loss 2.5415
  Iter 450/703: Loss 2.3755
  Iter 460/703: Loss 1.6743
  Iter 470/703: Loss 2.4330
  Iter 480/703: Loss 2.3063
  Iter 490/703: Loss 2.4298
  Iter 500/703: Loss 2.7274
  Iter 510/703: Loss 1.9978
  Iter 520/703: Loss 2.2986
  Iter 530/703: Loss 2.0035
  Iter 540/703: Loss 2.3076
  Iter 550/703: Loss 2.0813
  Iter 560/703: Loss 2.1879
  Iter 570/703: Loss 1.8676
  Iter 580/703: Loss 2.3275
  Iter 590/703: Loss 2.1993
  Iter 600/703: Loss 2.3003
  Iter 610/703: Loss 2.0937
  Iter 620/703: Loss 2.4752
  Iter 630/703: Loss 2.3652
  Iter 640/703: Loss 2.0282
  Iter 650/703: Loss 2.3715
  Iter 660/703: Loss 2.1467
  Iter 670/703: Loss 2.3274
  Iter 680/703: Loss 2.2254
  Iter 690/703: Loss 2.0106
  Iter 700/703: Loss 2.4790
Train acc: 0.3840, Test acc: 0.3274 (Time: 2451.72s)

>>> Saved model to ResNet-20_lr0.01_bs64_sgd_epoch_10.pkl

 Training ResNet-20_lr0.01_bs64_adam
[Epoch 1]
  Iter   0/703: Loss 5.2919
  Iter  10/703: Loss 4.9073
  Iter  20/703: Loss 4.6949
  Iter  30/703: Loss 4.2873
  Iter  40/703: Loss 4.5742
  Iter  50/703: Loss 4.4708
  Iter  60/703: Loss 4.1731
  Iter  70/703: Loss 4.1884
  Iter  80/703: Loss 4.3337
  Iter  90/703: Loss 4.2599
  Iter 100/703: Loss 4.1466
  Iter 110/703: Loss 4.1164
  Iter 120/703: Loss 4.2953
  Iter 130/703: Loss 4.2368
  Iter 140/703: Loss 4.2339
  Iter 150/703: Loss 3.7092
  Iter 160/703: Loss 3.9161
  Iter 170/703: Loss 4.4158
  Iter 180/703: Loss 4.2502
  Iter 190/703: Loss 4.5536
  Iter 200/703: Loss 3.9289
  Iter 210/703: Loss 3.9312
  Iter 220/703: Loss 4.0244
  Iter 230/703: Loss 3.7890
  Iter 240/703: Loss 4.0664
  Iter 250/703: Loss 4.1494
  Iter 260/703: Loss 4.0472
  Iter 270/703: Loss 3.6000
  Iter 280/703: Loss 3.9150
  Iter 290/703: Loss 3.9359
  Iter 300/703: Loss 3.9993
  Iter 310/703: Loss 3.7665
  Iter 320/703: Loss 4.1228
  Iter 330/703: Loss 3.7727
  Iter 340/703: Loss 3.8632
  Iter 350/703: Loss 4.0714
  Iter 360/703: Loss 3.6594
  Iter 370/703: Loss 3.7613
  Iter 380/703: Loss 3.8002
  Iter 390/703: Loss 3.8476
  Iter 400/703: Loss 3.3103
  Iter 410/703: Loss 3.6071
  Iter 420/703: Loss 3.9106
  Iter 430/703: Loss 3.6858
  Iter 440/703: Loss 4.1357
  Iter 450/703: Loss 3.8075
  Iter 460/703: Loss 3.4233
  Iter 470/703: Loss 3.7938
  Iter 480/703: Loss 3.7304
  Iter 490/703: Loss 3.3999
  Iter 500/703: Loss 3.8487
  Iter 510/703: Loss 3.8764
  Iter 520/703: Loss 3.4459
  Iter 530/703: Loss 3.5558
  Iter 540/703: Loss 3.5729
  Iter 550/703: Loss 3.8555
  Iter 560/703: Loss 3.3888
  Iter 570/703: Loss 3.4737
  Iter 580/703: Loss 3.5988
  Iter 590/703: Loss 3.9022
  Iter 600/703: Loss 3.6116
  Iter 610/703: Loss 3.9882
  Iter 620/703: Loss 3.5488
  Iter 630/703: Loss 3.4578
  Iter 640/703: Loss 3.6182
  Iter 650/703: Loss 3.6543
  Iter 660/703: Loss 3.3035
  Iter 670/703: Loss 3.2923
  Iter 680/703: Loss 3.6088
  Iter 690/703: Loss 3.6474
  Iter 700/703: Loss 3.6070
Train acc: 0.1660, Test acc: 0.1562 (Time: 2494.95s)

[Epoch 2]
  Iter   0/703: Loss 3.5417
  Iter  10/703: Loss 3.5242
  Iter  20/703: Loss 3.5869
  Iter  30/703: Loss 3.4954
  Iter  40/703: Loss 3.3167
  Iter  50/703: Loss 3.1615
  Iter  60/703: Loss 3.3089
  Iter  70/703: Loss 3.3346
  Iter  80/703: Loss 3.6839
  Iter  90/703: Loss 3.1523
  Iter 100/703: Loss 3.4564
  Iter 110/703: Loss 3.4761
  Iter 120/703: Loss 3.6265
  Iter 130/703: Loss 3.2552
  Iter 140/703: Loss 3.1269
  Iter 150/703: Loss 3.2694
  Iter 160/703: Loss 3.5217
  Iter 170/703: Loss 3.2142
  Iter 180/703: Loss 3.5998
  Iter 190/703: Loss 3.7667
  Iter 200/703: Loss 3.3713
  Iter 210/703: Loss 3.1315
  Iter 220/703: Loss 3.2738
  Iter 230/703: Loss 3.4385
  Iter 240/703: Loss 3.1286
  Iter 250/703: Loss 3.0368
  Iter 260/703: Loss 3.2990
  Iter 270/703: Loss 3.1171
  Iter 280/703: Loss 2.9642
  Iter 290/703: Loss 3.3761
  Iter 300/703: Loss 3.3463
  Iter 310/703: Loss 2.9268
  Iter 320/703: Loss 3.1671
  Iter 330/703: Loss 3.3947
  Iter 340/703: Loss 3.4604
  Iter 350/703: Loss 3.1095
  Iter 360/703: Loss 3.1395
  Iter 370/703: Loss 3.1253
  Iter 380/703: Loss 3.2377
  Iter 390/703: Loss 3.1260
  Iter 400/703: Loss 3.1710
  Iter 410/703: Loss 3.0261
  Iter 420/703: Loss 3.1957
  Iter 430/703: Loss 2.9281
  Iter 440/703: Loss 3.3780
  Iter 450/703: Loss 3.2486
  Iter 460/703: Loss 3.3470
  Iter 470/703: Loss 3.1674
  Iter 480/703: Loss 3.4793
  Iter 490/703: Loss 2.8812
  Iter 500/703: Loss 3.2543
  Iter 510/703: Loss 2.7768
  Iter 520/703: Loss 2.7922
  Iter 530/703: Loss 2.8298
  Iter 540/703: Loss 2.9440
  Iter 550/703: Loss 3.0671
